var,cat1,cat2
V7062,cat_2,cat_5
V7063,cat_2,cat_5
V7064,cat_2,cat_5
V7065,cat_2,cat_5
V7066,cat_2,cat_5
V7067,cat_2,cat_5
V7068,cat_2,cat_5
V7069,cat_2,cat_5
V7070,cat_2,cat_5
V7071,cat_2,cat_5
V7072,cat_2,cat_5
V7073,cat_2,cat_5
V7074,cat_2,cat_5
V7075,cat_2,cat_5
V7076,cat_2,cat_5
V7077,cat_2,cat_5
V7078,cat_2,cat_5
V7079,cat_2,cat_5
V7080,cat_2,cat_5
V7081,cat_2,cat_5
V7082,cat_2,cat_5
V7083,cat_2,cat_5
V7084,cat_2,cat_5
V7085,cat_2,cat_5
V7086,cat_2,cat_5
V7087,cat_2,cat_5
V7088,cat_2,cat_5
V7089,cat_2,cat_5
V7090,cat_2,cat_5
V7091,cat_2,cat_5
V7092,cat_2,cat_5
V7093,cat_2,cat_5
V7094,cat_2,cat_5
V7095,cat_2,cat_5
V7096,cat_2,cat_5
V7097,cat_2,cat_5
V7098,cat_2,cat_5
V7099,cat_2,cat_5
V7100,cat_2,cat_5
V7101,cat_2,cat_5
V7102,cat_2,cat_5
V7103,cat_2,cat_5
V7104,cat_2,cat_5
V7105,cat_2,cat_5
V7106,cat_2,cat_5
V7107,cat_2,cat_5
V7108,cat_2,cat_5
V7109,cat_2,cat_5
V7110,cat_2,cat_5
V7111,cat_2,cat_5
V7112,cat_2,cat_5
V7113,cat_2,cat_5
V7114,cat_2,cat_5
V7115,cat_2,cat_5
V7116,cat_2,cat_5
V7117,cat_2,cat_5
V7118,cat_2,cat_5
V7119,cat_2,cat_5
V7120,cat_2,cat_5
V7121,cat_2,cat_5
V7122,cat_2,cat_5
V7123,cat_2,cat_5
V7124,cat_2,cat_5
V7125,cat_2,cat_5
V7126,cat_2,cat_5
V7127,cat_2,cat_5
V7128,cat_2,cat_5
V7129,cat_2,cat_5
V7130,cat_2,cat_5
